station,date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg,sun,dos,soil,pe,evap,smd_wd,smd_md,smd_pd
Cork,05-Oct-80,0,13.3,0,6.6,0,1.4,0,0.1,999.4,9.5,0,22,0,240,0,32,0.1,0,11.5,0.7,1,1.8,1.8,-7.3
Cork,06-Oct-80,0,14.7,0,7.1,0,4.2,0,6,982.2,16.4,0,32,0,250,0,49,0,0,11.7,0.8,1.2,0,-3.4,-10
Cork,07-Oct-80,0,10.5,0,4.9,0,2.6,0,7,974.8,15.2,0,24,0,290,0,40,4.4,0,10.075,1.3,1.9,0,-5.7,-10
Cork,08-Oct-80,0,8.1,0,4.1,0,2,0,4.8,984.2,11.3,0,19,0,290,0,30,3.3,0,8.775,0.9,1.4,0,-3.9,-10
Cork,09-Oct-80,0,9.9,0,4,0,2.1,0,1.9,989.3,7.9,0,17,0,290,0,27,7.7,0,8.55,1.1,1.6,0,-0.8,-10
Cork,10-Oct-80,0,8.7,0,3.9,0,0.6,0,14.8,979.2,13.4,0,24,0,340,0,40,0,0,8.6,0.6,0.9,0,-10,-10
Cork,11-Oct-80,0,12.1,0,3.8,0,2.4,2,0,992.8,14.9,0,23,0,330,0,36,8.1,0,8.45,1.4,2.1,1.4,1.4,-8.1
Cork,12-Oct-80,0,11.3,0,1.6,1,-1.6,2,0,996,5,0,12,0,330,0,18,7.6,0,8.2,1,1.4,2.4,2.4,-6.7
Cork,13-Oct-80,0,13.3,0,6.3,0,5.5,0,3.2,986.3,7.4,0,14,0,330,0,21,6.6,0,9.65,1,1.5,0.1,0.1,-8.6
Cork,14-Oct-80,0,9.9,0,5,0,1.5,0,7.5,984,4.7,0,14,0,50,0,21,0.2,0,9.325,0.5,0.8,0,-6.9,-10
Cork,15-Oct-80,0,10.9,0,4.6,0,3.7,3,0,989.2,11,0,20,0,30,0,27,5.5,0,9.075,1.1,1.5,1.1,1.1,-8.4
Cork,16-Oct-80,0,7.8,0,3.1,0,1.1,3,0,984.8,14.8,0,23,0,360,0,38,2.5,0,7.9,1.1,1.6,2.1,2.1,-6.9
Cork,17-Oct-80,0,10.6,0,3.8,0,1.5,2,0,990.2,15.6,0,23,0,340,0,39,7.3,0,7.4,1.4,2.1,3.5,3.5,-5.1
Cork,18-Oct-80,0,10.4,0,1.2,1,-1.2,0,0,997.6,6.8,0,11,0,320,0,16,6.6,0,7.25,0.9,1.2,4.4,4.4,-4
Cork,19-Oct-80,0,11.8,0,7.1,0,4.2,0,0.9,1001.1,8.7,0,15,0,240,0,25,0.1,0,8.775,0.8,1,4.2,4.2,-4
Cork,20-Oct-80,0,11.9,0,10,0,7.8,0,6.6,998.5,14.1,0,21,0,170,0,29,0,0,9.875,0.6,1,0,-1.8,-9.8
Cork,21-Oct-80,0,13.1,0,11,0,10.6,0,20.7,987.8,17,0,24,0,170,0,33,0,0,10.8,0.4,0.6,0,-10,-10
Cork,22-Oct-80,0,13.4,0,7.6,0,11.1,0,17.6,976.7,14,0,25,0,310,0,37,0.8,0,11.2,0.6,0.9,0,-10,-10
Cork,23-Oct-80,0,12.2,0,6.6,0,1.7,2,0,981.8,7.3,0,16,0,280,0,24,6,0,9.475,0.9,1.2,0.9,0.9,-8.6
Cork,24-Oct-80,0,12.2,0,5.8,0,1.6,0,0.3,984.8,9.5,0,18,0,310,0,29,8.5,0,9.075,1,1.4,1.6,1.6,-7.5
Cork,25-Oct-80,0,11.7,0,6.1,0,2.5,0,9.9,991.7,9.7,0,20,0,160,0,28,2.3,0,8.675,0.5,0.8,0,-7.8,-10
Cork,26-Oct-80,0,13.8,0,10,0,9,0,17.9,986.8,9.7,0,23,0,210,0,32,0,0,10.525,0.3,0.5,0,-10,-10
Cork,27-Oct-80,0,14.1,0,11.5,0,12,0,10.3,986.6,10.5,0,18,0,210,0,25,0.2,0,11.85,0.5,0.7,0,-9.8,-10
Cork,28-Oct-80,0,13.6,0,7.2,0,9.8,0,0.7,990.7,13.9,0,23,0,240,0,36,4,0,11.05,0.9,1.2,0.2,0.2,-9.3
Cork,29-Oct-80,0,11.9,0,7.1,0,3,2,0,999.7,4.4,0,11,0,280,0,16,5.8,0,9.75,0.6,0.9,0.8,0.8,-8.3
Cork,30-Oct-80,0,11.6,0,6,0,1.1,0,0.6,1002.6,5.4,0,10,0,170,0,14,1.4,0,9.7,0.6,0.8,0.7,0.7,-7.9
Cork,31-Oct-80,0,11.6,0,8.5,0,5.1,0,1,996.2,18.2,0,31,0,150,0,41,0,0,9.75,0.7,1,0.4,0.4,-7.8
Cork,01-Nov-80,0,12.3,0,10.9,0,10.3,0,3,992.8,21.1,0,29,0,150,0,43,0,0,10.725,0.2,0.5,0,-2.4,-10
Cork,02-Nov-80,0,11.6,0,7.1,0,10.6,0,3.4,1000.5,13.4,0,21,0,130,0,31,0,0,10.625,0.6,0.8,0,-2.8,-10
Cork,03-Nov-80,0,8.3,0,2,0,3.2,3,0,1010.4,10.6,0,17,0,100,0,25,1.3,0,8.175,0.7,0.9,0.7,0.7,-8.8
Cork,04-Nov-80,0,6.2,0,1.9,1,-0.2,2,0,1012.5,6.9,0,13,0,90,0,19,0,0,6.625,0.6,0.8,1.3,1.3,-7.8
Cork,05-Nov-80,0,7,0,4.2,0,2.6,2,0,1006.2,10.1,0,18,0,70,0,27,0.1,0,6.825,0.8,1.1,2.1,2.1,-6.5
Cork,06-Nov-80,0,7,0,4.5,0,2.9,0,1.4,998.3,14.8,0,21,0,40,0,33,0,0,6.475,0.9,1.2,1.6,1.6,-6.7
Cork,07-Nov-80,0,6.8,0,4.2,0,3.4,0,0.3,994,14,0,18,0,40,0,29,0.1,0,6.375,0.8,1.1,2.1,2.1,-5.9
Cork,08-Nov-80,0,6.8,0,3.7,0,3,0,1.5,994.2,12.7,0,18,0,50,0,29,0,0,6.275,0.7,0.9,1.2,1.2,-6.4
Cork,09-Nov-80,0,7,0,4.1,0,4,2,0,998.4,10.6,0,18,0,40,0,23,0,0,6.5,0.7,0.9,1.9,1.9,-5.4
Cork,10-Nov-80,0,7.5,0,2.8,0,2.5,2,0,1000.3,5.6,0,10,0,20,0,14,0.1,0,6.4,0.5,0.7,2.4,2.4,-4.7
Cork,11-Nov-80,0,7.4,1,-1.2,1,-4.7,2,0,995.2,5.5,0,12,0,350,0,18,0.8,0,5.525,0.5,0.6,2.8,2.8,-4
Cork,12-Nov-80,0,7.3,1,-1.3,1,-3.7,2,0,998.5,6.7,0,14,0,350,0,17,5.8,0,4.8,0.3,0.4,3.1,3.1,-3.5
Cork,13-Nov-80,0,9.1,0,4.2,0,1,2,0,998.8,8.1,0,22,0,180,0,33,0.4,0,6.05,0.7,0.9,3.8,3.8,-2.6
Cork,14-Nov-80,0,13,0,8.8,0,5.1,0,29,986.1,17.8,0,30,0,190,0,44,0,0,8.25,0.6,0.8,0,-10,-10
Cork,15-Nov-80,0,14.3,0,10.5,0,10,0,7.8,975.2,9.4,0,18,0,220,0,26,1.3,0,9.825,0.4,0.5,0,-7.4,-10
Cork,16-Nov-80,0,12.7,0,9,0,7.1,0,3.3,979.8,16.5,0,29,0,200,0,39,0.9,0,9.85,0.4,0.6,0,-2.9,-10
Cork,17-Nov-80,0,12.3,0,6.3,0,9,0,7.9,972.3,19.6,0,34,0,210,0,45,0.8,0,9.825,0.4,0.7,0,-7.5,-10
Cork,18-Nov-80,0,10.8,0,3.7,0,0.6,0,0.2,987.8,8.8,0,20,0,200,0,29,4.5,0,7.825,0.2,0.3,0,0,-9.5
Cork,19-Nov-80,0,12.6,0,10.8,0,6.2,0,8.6,991.3,20.2,0,26,0,190,0,38,0,0,9.5,0.4,0.6,0,-8.2,-10
Cork,20-Nov-80,0,12.3,0,9,0,11.3,0,15.7,984.3,19.1,0,30,0,180,0,45,0.1,0,10.675,0.4,0.6,0,-10,-10
Cork,21-Nov-80,0,12.7,0,9.7,0,7.2,0,21.7,984.3,22.8,0,34,0,210,0,49,0,0,10.475,0.4,0.7,0,-10,-10
Cork,22-Nov-80,0,12.5,0,10.6,0,9.6,2,0.1,987,16,0,20,0,220,0,30,0,0,10.65,0.4,0.6,0.3,0.3,-9.2
Cork,23-Nov-80,0,13.2,0,8.2,0,3.7,0,0.2,994.2,7.7,0,17,0,220,0,24,2.2,0,10.125,0.3,0.4,0.3,0.3,-8.7
Cork,24-Nov-80,0,12,0,3.7,0,8.6,0,2.1,994.9,11.2,0,19,0,270,0,34,4.4,0,9.85,0.1,0.1,0,-1.7,-10
Cork,25-Nov-80,0,7.2,0,1.8,1,-2,2,0,998.5,11.7,0,23,0,340,0,34,1.8,0,7.025,0.6,0.8,0.6,0.6,-8.9
Cork,26-Nov-80,0,7.7,1,-0.1,1,-2.8,2,0,1003.5,9.5,0,15,0,320,0,21,5.5,0,5.5,0.3,0.4,0.9,0.9,-8.1
Cork,27-Nov-80,0,9.4,0,5.4,0,3.2,0,1.4,1000.2,11.5,0,17,0,290,0,27,2.1,0,6.65,0.6,0.7,0.1,0.1,-8.5
Cork,28-Nov-80,0,7.1,1,-1.1,1,-0.1,0,0.3,1005.6,13.6,0,25,0,340,0,39,5.6,0,5.4,0.5,0.7,0.3,0.3,-7.9
Cork,29-Nov-80,0,3.9,1,-1.7,1,-5.8,3,0,1016.8,5.5,0,11,0,340,0,19,6.1,0,3.425,0.3,0.4,0.6,0.6,-7.2
Cork,30-Nov-80,0,6.9,1,-1.2,1,-4.3,3,0,1022.4,5.1,0,10,0,130,0,13,4.1,0,3.325,0.2,0.3,0.8,0.8,-6.7
Cork,01-Dec-80,0,7.4,0,1.7,1,-5,0,0.7,1017.3,5.6,0,10,0,260,0,16,0,0,4.075,0.4,0.6,0.5,0.5,-6.6
Cork,02-Dec-80,0,9.8,0,2.3,0,4.9,0,1.2,1007.2,12.8,0,21,0,340,0,32,0,0,6.2,0.4,0.6,0,-0.3,-7.1
Cork,03-Dec-80,0,4.2,1,-1.1,1,-3,3,0,1007.3,8,0,15,0,350,0,20,5.5,0,4.025,0.1,0.1,0.1,0.1,-6.6
Cork,04-Dec-80,0,8.1,1,-0.3,1,-2.9,2,0,1004.9,8.8,0,16,0,330,0,25,1.8,0,4.075,0.3,0.4,0.4,0.4,-6
Cork,05-Dec-80,0,8.9,0,6.6,0,4.5,0,0.1,996.2,16.2,0,27,0,300,0,40,0.6,0,6.125,0.7,0.9,1,1,-5.1
Cork,06-Dec-80,0,7.5,0,0.1,0,0.9,3,0,997.1,8.5,0,17,0,320,0,27,6.4,0,5.3,0.3,0.3,1.3,1.3,-4.6
Cork,07-Dec-80,0,3.5,1,-2.4,1,-5,3,0,1007.6,3.2,0,8,0,350,0,11,5.2,0,3.125,0.1,0.2,1.3,1.3,-4.3
Cork,08-Dec-80,0,7.1,1,-1.9,1,-9.8,0,0.6,1011.3,7.7,0,15,0,200,0,21,0.1,0,3.075,0.4,0.5,1.1,1.1,-4.3
Cork,09-Dec-80,0,9.8,0,6.9,0,4.2,2,0,1004.7,19.4,0,26,0,190,0,37,0,0,5.35,0.9,1.3,2,2,-3.2
Cork,10-Dec-80,0,11.4,0,9,0,8,0,27.5,995.2,25,0,35,0,200,0,47,0,0,7.25,0.4,0.7,0,-10,-10
Cork,11-Dec-80,0,11.6,0,7.6,0,4.1,0,3.6,998,9.2,0,20,0,200,0,27,0.6,0,8.175,0.1,0.2,0,-3.5,-10
Cork,12-Dec-80,0,11.1,0,9.2,0,8.5,0,20.3,989,20.6,0,29,0,200,0,44,0,0,9.1,0.1,0.3,0,-10,-10
Cork,13-Dec-80,0,11.8,0,6.6,0,5.7,0,3.6,985.6,12.8,0,29,0,210,0,40,0.9,0,8.35,0.3,0.4,0,-3.3,-10
Cork,14-Dec-80,0,11.8,0,1.9,0,1.2,0,19.6,981.8,18.5,0,39,0,210,0,53,3.3,0,7.8,0.1,0.1,0,-10,-10
Cork,15-Dec-80,0,6.8,0,2.4,0,0,0,4,989.7,16.1,0,32,0,320,0,48,3.3,0,5.525,0.6,0.8,0,-3.4,-10
Cork,16-Dec-80,0,11.3,0,3.1,1,-0.1,0,4.2,1002.5,9.2,0,16,0,240,0,27,0,0,5.725,0.5,0.7,0,-3.7,-10
Cork,17-Dec-80,0,11.3,0,1.3,0,8.4,0,4.3,995,11.8,0,24,0,280,0,35,0.6,0,7.75,0.3,0.4,0,-4,-10
Cork,18-Dec-80,0,6.2,0,0.7,1,-0.7,0,2.1,992.3,10.2,0,22,0,290,0,36,3.3,0,4.825,0.3,0.3,0,-1.8,-10
Cork,19-Dec-80,0,10.8,0,1.6,1,-2.4,0,14.8,975.3,12.3,0,22,0,270,0,37,1.4,0,5.65,0.4,0.6,0,-10,-10
Cork,20-Dec-80,0,8.2,0,4.9,0,3.6,0,8.2,970.4,21.4,0,30,0,290,0,49,1.1,0,5.975,0.8,1.1,0,-7.4,-10
Cork,21-Dec-80,0,10,0,4.6,0,2.6,0,0.1,988,11,0,23,0,310,0,37,0.5,0,5.65,0.4,0.5,0.3,0.3,-9.2
Cork,22-Dec-80,0,11.8,0,7.5,0,3.8,2,0,997.4,10.8,0,19,0,230,0,33,0,0,7.45,0.3,0.4,0.5,0.5,-8.5
Cork,23-Dec-80,0,12,0,8.2,0,8,0,0.3,999.4,13.2,0,24,0,220,0,35,4.3,0,8.6,0.2,0.2,0.4,0.4,-8.2
Cork,24-Dec-80,0,10.9,0,5.2,0,7.9,0,2.6,993.9,18.1,0,29,0,210,0,40,0,0,8.4,0.4,0.6,0,-1.8,-10
Cork,25-Dec-80,0,6.3,0,0.6,0,0.5,0,6.2,999,11,0,21,0,280,0,31,3.6,0,5.65,0.3,0.3,0,-5.9,-10
Cork,26-Dec-80,0,9.5,0,1.2,1,-1,0,4.9,1001.2,10.6,0,20,0,290,0,37,0,0,4.8,0.5,0.7,0,-4.4,-10
Cork,27-Dec-80,0,7.3,0,0.7,1,-1.2,0,0.3,1011.5,5.7,0,12,0,340,0,17,1,0,4.825,0.2,0.3,0,-0.1,-9.6
Cork,28-Dec-80,0,9.8,0,7.2,0,4.6,0,0.6,1015.3,7.2,0,13,0,230,0,17,0,0,6.625,0.3,0.4,0,-0.3,-9.4
Cork,29-Dec-80,0,9.8,0,7.9,0,7.2,0,0.3,1012.5,13.2,0,21,0,240,0,32,0,0,7.55,0.3,0.5,0,0,-8.9
Cork,30-Dec-80,0,9.8,0,8.1,0,6.7,0,0.5,1008.3,17.5,0,24,0,230,0,36,0,0,7.775,0.6,0.8,0.1,0.1,-8.4
Cork,31-Dec-80,0,10.3,0,5.9,0,3.7,0,0.9,1006.3,14.7,0,23,0,300,0,41,1.1,0,7.275,0.5,0.6,0,-0.3,-8.4
Cork,01-Jan-81,0,7.8,0,4.2,0,1.6,2,0,1012.8,10.2,0,17,0,300,0,28,2.1,0,5.875,0.4,0.5,0.4,0.4,-7.6
Cork,02-Jan-81,0,11.1,0,7.6,0,4.5,2,0,1001.8,16.5,0,26,0,250,0,38,2.9,0,6.85,0.6,0.7,1,1,-6.6
Cork,03-Jan-81,0,11.9,0,4.2,0,5.3,0,0.4,992.5,12.5,0,27,0,300,0,39,0.9,0,7.4,0.7,0.9,1.3,1.3,-6
Cork,04-Jan-81,0,5.5,0,1.2,1,-0.9,0,0.3,999.8,6.8,0,17,0,320,0,24,0.7,0,5.275,0.2,0.3,1.2,1.2,-5.7
Cork,05-Jan-81,0,7.3,0,2.6,0,0.4,0,2.6,1007.3,7.8,0,22,0,320,0,32,0,0,5.45,0.3,0.4,0,-1.1,-7.8
Cork,06-Jan-81,0,9,0,5.1,0,2.5,3,0,1011.3,11.5,0,21,0,290,0,32,2.8,0,5.8,0.7,0.9,0.7,0.7,-6.7
Cork,07-Jan-81,0,10.3,0,4.6,1,-0.3,2,0,1016.1,4.2,0,11,0,220,0,16,2,0,6.125,0.2,0.2,0.9,0.9,-6.2
Cork,08-Jan-81,0,8.9,0,7.4,0,7.7,0,3.3,1013.8,11.2,0,16,0,230,0,24,0,0,7.325,0.3,0.5,0,-2.1,-8.8
Cork,09-Jan-81,0,8.2,0,2.1,0,4.1,0,2.2,1009.1,9.4,0,16,0,330,0,30,1.6,0,6.65,0.2,0.3,0,-2,-10
Cork,10-Jan-81,0,3.6,1,-0.8,1,-1.4,2,0,1016.7,13.2,0,22,0,340,0,34,6.3,0,3.7,0.4,0.5,0.4,0.4,-9.1
Cork,11-Jan-81,0,4.8,0,0.7,1,-4.4,3,0,1017.1,5.6,0,13,0,250,0,17,0,0,3.675,0.5,0.6,0.9,0.9,-8.1
Cork,12-Jan-81,0,7.8,0,0.5,1,-0.5,0,0.3,1006.2,17.3,0,34,0,320,0,49,2.2,0,4.225,0.6,0.8,1.3,1.3,-7.4
Cork,13-Jan-81,0,8.2,1,-1.1,1,-3.8,2,0.1,1006.6,12.6,0,25,0,300,0,34,0.4,0,3.6,0.5,0.7,1.7,1.7,-6.6
Cork,14-Jan-81,0,11,0,4.5,0,5.3,0,8.4,990.9,18.5,0,28,0,310,0,42,0,0,6.2,0.8,1.2,0,-5.9,-10
Cork,15-Jan-81,0,5.7,0,2.8,0,1.8,0,0.2,988,12.2,0,26,0,310,0,40,0,0,4.9,0.7,0.9,0.5,0.5,-9
Cork,16-Jan-81,0,10.3,0,3.2,1,-0.5,0,6,985.3,14,0,28,0,280,0,46,3.3,0,5.25,0.5,0.7,0,-5,-10
Cork,17-Jan-81,0,7,0,2.7,0,1,0,2.6,989,16.5,0,30,0,310,0,51,4.8,0,4.55,0.7,0.8,0,-1.9,-10
Cork,18-Jan-81,0,11.2,0,2.4,1,-0.6,0,7.7,993.7,11.8,0,19,0,290,0,33,2.2,0,5.3,0.4,0.6,0,-7.3,-10
Cork,19-Jan-81,0,10.7,0,5.6,0,3.8,0,0.2,995.6,9.2,0,21,0,290,0,39,0.2,0,5.675,0.6,0.8,0.4,0.4,-9.1
Cork,20-Jan-81,0,11.5,0,8.7,0,8.2,0,5.4,999.4,6.5,0,13,0,300,0,20,0,0,7.7,0.3,0.5,0,-4.6,-10
Cork,21-Jan-81,0,12.5,0,9.5,0,8.1,0,0,1008,8.1,0,15,0,290,0,22,1.2,0,8.475,0.5,0.7,0.5,0.5,-9
Cork,22-Jan-81,0,12.1,0,6.8,0,1.9,3,0,1011.3,2.3,0,6,0,250,0,9,1,0,8.4,0.3,0.4,0.8,0.8,-8.3
Cork,23-Jan-81,0,9.9,0,7.5,0,5,0,0.3,1008.8,6.4,0,14,0,220,0,19,0,0,8.075,0.4,0.6,0.9,0.9,-7.7
Cork,24-Jan-81,0,9,0,5.2,0,3.5,0,0.8,1007,5.9,0,13,0,240,0,18,5.2,0,7.4,0.3,0.4,0.4,0.4,-7.9
Cork,25-Jan-81,0,10,0,5.3,0,1.2,0,0,1009.3,4.9,0,10,0,240,0,15,2.5,0,6.675,0.5,0.7,0.9,0.9,-6.9
Cork,26-Jan-81,0,8.7,0,6.1,0,4.1,0,0.1,1012,4.7,0,10,0,240,0,14,0.6,0,6.9,0.4,0.5,1.2,1.2,-6.3
Cork,27-Jan-81,0,8.3,0,6.3,0,5,0,0.8,1015.2,10,0,15,0,150,0,20,0.2,0,7.175,0.4,0.5,0.7,0.7,-6.4
Cork,28-Jan-81,0,9.2,0,5.6,0,3,3,0.1,1014.2,11.5,0,15,0,170,0,20,0,0,6.95,0.3,0.5,1,1,-5.9
Cork,29-Jan-81,0,8.2,0,6.8,0,6.5,2,0,1012.4,7.8,0,14,0,160,0,20,0,0,7.375,0.4,0.6,1.4,1.4,-5.2
Cork,30-Jan-81,0,7.3,0,6,0,5.1,0,0,1013.2,3.2,0,7,0,190,0,11,0,0,7.025,0.5,0.6,1.9,1.9,-4.4
Cork,31-Jan-81,0,8.8,0,6.2,0,4.8,0,0,1015.1,6.8,0,13,0,200,0,16,0.5,0,7.05,0.7,0.8,2.5,2.5,-3.6
Cork,01-Feb-81,0,9.7,0,6.3,0,4.5,2,0,1013.8,10.8,0,18,0,200,0,24,0.2,0,7.05,0.6,0.8,3,3,-2.8
Cork,02-Feb-81,0,11.6,0,9.6,0,7.9,0,14.3,1002.2,20.6,0,35,0,230,0,50,0,0,8.45,0.4,0.7,0,-10,-10
Cork,03-Feb-81,0,11.5,0,2.5,0,4,0,7.4,990.2,11.8,0,23,0,260,0,38,1.7,0,7.725,0.3,0.6,0,-7.1,-10
Cork,04-Feb-81,0,7.4,0,2.1,0,0.3,0,0.8,989.4,11.7,0,20,0,310,0,40,3.4,0,5.75,0.6,0.8,0,-0.2,-9.7
Cork,05-Feb-81,0,10.6,0,6.1,0,4.4,2,0,997.5,13.6,0,25,0,310,0,37,1.9,0,6.775,1.1,1.4,1.1,1.1,-8.1
Cork,06-Feb-81,0,13.1,0,8.1,0,5.6,2,0,1002.3,11.9,0,19,0,250,0,29,0.6,0,7.625,1,1.2,2.1,2.1,-6.7
Cork,07-Feb-81,0,11.3,0,8.8,0,6.7,2,0,1002.7,14.9,0,33,0,230,0,34,0.2,0,8.525,0.5,0.8,2.6,2.6,-5.8
Cork,08-Feb-81,0,10.4,0,3.4,0,8.2,0,18.2,997.7,12.7,0,26,0,220,0,37,0,0,8.475,0.3,0.6,0,-10,-10
Cork,09-Feb-81,0,6.6,0,0.9,0,0,0,4.2,1000.4,10.1,0,20,0,330,0,29,7.4,0,5.75,0.6,0.9,0,-3.6,-10
Cork,10-Feb-81,0,6.3,1,-0.1,1,-2.3,3,0,1009.5,5.2,0,11,0,340,0,18,6,0,4.925,0.6,0.9,0.6,0.6,-8.9
Cork,11-Feb-81,0,7.6,1,-0.5,1,-9.5,0,2.3,1001.8,9.8,0,21,0,190,0,30,0,0,4.175,0.5,0.8,0,-1.2,-10
Cork,12-Feb-81,0,8.1,0,5.3,1,-0.5,0,6,987.5,19.5,0,29,0,180,0,40,0,0,6.2,0.8,1.3,0,-5.2,-10
Cork,13-Feb-81,0,7,0,3.6,0,0.6,2,0,997.5,10.5,0,18,0,140,0,26,2.8,0,5.35,1.1,1.5,1.1,1.1,-8.4
Cork,14-Feb-81,0,6.7,0,2.7,1,-0.9,0,0,1002.8,6.4,0,15,0,180,0,20,0,0,5.15,0.7,0.9,1.8,1.8,-7.3
Cork,15-Feb-81,0,9,0,4.4,0,2.6,0,2.8,1003.1,8.7,0,14,0,190,0,18,0.1,0,6.075,0.6,0.8,0,-0.4,-9.1
Cork,16-Feb-81,0,7.3,0,3.1,0,3,0,0.1,1006.3,6.3,0,13,0,190,0,17,0.2,0,5.8,0.5,0.7,0.4,0.4,-8.3
Cork,17-Feb-81,0,6.4,0,4.3,0,1.4,0,0,1004.2,14.3,0,22,0,140,0,30,0.1,0,5.375,0.9,1.3,1.3,1.3,-7
Cork,18-Feb-81,0,6.5,0,3.9,0,2.4,2,0,1002,12.9,0,20,0,150,0,28,0,0,5.125,1.1,1.5,2.4,2.4,-5.5
Cork,19-Feb-81,0,5.3,1,-0.2,0,1.2,0,0.3,1005,7.8,0,16,0,100,0,22,3.6,0,4.6,0.7,1,2.8,2.8,-4.8
Cork,20-Feb-81,0,6.3,1,-2.4,1,-3.8,3,0,1003.3,3.5,0,9,0,190,0,13,6.7,0,3.55,0.6,0.9,3.4,3.4,-4
Cork,21-Feb-81,0,8.6,0,1.5,1,-4.4,0,5.8,993.4,8.8,0,20,0,280,0,30,6.3,0,4.65,0.8,1.2,0,-1.7,-8.8
Cork,22-Feb-81,0,6.8,0,2,1,-2.6,0,6.1,987.2,7.3,0,16,0,280,0,23,4.4,0,4.675,0.7,1,0,-5.4,-10
Cork,23-Feb-81,0,4.2,1,-0.7,1,-0.5,2,0,995.8,8.9,0,14,0,350,0,20,1.6,0,4.1,0.6,0.8,0.6,0.6,-8.9
Cork,24-Feb-81,0,7.7,1,-2.5,1,-8.5,0,1.7,1003.5,6.2,0,14,0,180,0,20,5.6,0,3.7,0.7,1,0,-0.5,-9.5
Cork,25-Feb-81,0,8,0,4.6,0,3,0,6.7,1002.1,13.5,0,20,0,160,0,28,0,0,5.6,0.5,0.9,0,-6.2,-10
Cork,26-Feb-81,0,5.8,0,3.1,0,2.5,0,3.8,992.5,21,0,28,0,140,0,40,0,0,4.975,0.9,1.5,0,-2.9,-10
Cork,27-Feb-81,0,8.1,0,2.5,0,3.2,0,13.2,972.3,23,0,32,0,110,0,45,0,0,4.925,0.3,0.8,0,-10,-10
Cork,28-Feb-81,0,8,0,1.7,1,-0.6,0,3.3,967.5,11.6,0,26,0,160,0,39,4.5,0,4.525,0.9,1.4,0,-2.4,-10
Cork,01-Mar-81,0,8.9,0,3.3,1,-1.4,0,23.2,962.5,10.8,0,23,0,170,0,38,0.5,0,5.65,0.7,0.9,0,-10,-10
Cork,02-Mar-81,0,7.2,0,4.1,0,4.2,0,2,976.5,11.1,0,20,0,10,0,33,0,0,5.8,0.6,0.9,0,-1.4,-10
Cork,03-Mar-81,0,5.6,0,3.1,0,2.5,2,0,992.2,6.9,0,17,0,360,0,28,0,0,5.125,0.8,1.1,0.8,0.8,-8.7
Cork,04-Mar-81,0,6.4,0,2.5,0,2,2,0,994.4,5.5,0,13,0,110,0,16,0,0,5,0.7,0.9,1.4,1.4,-7.6
Cork,05-Mar-81,0,9.3,0,4.6,0,3,0,13,984.2,9.8,0,15,0,150,0,20,0,0,6.1,0.4,0.6,0,-10,-10
Cork,06-Mar-81,0,12.1,0,7.4,0,5.4,0,9.7,978.6,10.4,0,23,0,200,0,31,3.4,0,7.6,0.9,1.5,0,-8.8,-10
Cork,07-Mar-81,0,11.1,0,10.1,0,7.8,0,5.8,974,23,0,31,0,200,0,45,0,0,8.9,0.3,0.8,0,-5.5,-10
Cork,08-Mar-81,0,12,0,8.3,0,7.4,0,0.4,978.3,11.9,0,27,0,190,0,36,4.9,0,9,1.2,1.9,0.8,0.8,-8.7
Cork,09-Mar-81,0,12.4,0,8.8,0,6.7,0,13.7,985,11.6,0,20,0,210,0,24,0,0,9.175,0.5,0.8,0,-10,-10
Cork,10-Mar-81,0,11.7,0,9.8,0,9.8,0,28.6,980.4,16.5,0,26,0,190,0,37,0,0,9.75,0.4,0.7,0,-10,-10
Cork,11-Mar-81,0,13.6,0,9.6,0,9.8,0,5,977.3,11.4,0,18,0,240,0,27,1.2,0,9.975,1,1.6,0,-4,-10
Cork,12-Mar-81,0,11.4,0,7.7,0,8.1,0,3.4,974,14.6,0,25,0,190,0,35,2.4,0,9.65,0.9,1.5,0,-2.5,-10
Cork,13-Mar-81,0,8.9,0,3.6,0,6,0,2.7,974,17.2,0,29,0,300,0,46,3.8,0,8.3,0.7,1.5,0,-2,-10
Cork,14-Mar-81,0,10.7,0,4.1,0,1.9,0,5.1,985,12.8,0,22,0,270,0,34,2.7,0,7.2,1.3,2,0,-3.8,-10
Cork,15-Mar-81,0,9.6,0,1.6,0,0.2,3,0,996.7,10.2,0,16,0,350,0,24,6.6,0,6.825,1.4,2.2,1.4,1.4,-8.1
Cork,16-Mar-81,0,9.7,0,2.6,0,0.1,3,0,1002.8,9.9,0,20,0,330,0,30,8.5,0,6.45,1.7,2.5,3.1,3.1,-6
Cork,17-Mar-81,0,10.1,0,2.3,1,-0.3,0,1.1,1002,9.5,0,16,0,330,0,26,6.4,0,6.75,1.1,1.8,3.1,3.1,-5.6
Cork,18-Mar-81,0,11.2,0,5.4,0,3,2,0,993.5,12.2,0,22,0,270,0,33,5.3,0,7.25,1.7,2.6,4.8,4.8,-3.6
Cork,19-Mar-81,0,9.8,0,6.1,0,4.4,0,8.7,982.1,15.9,0,25,0,210,0,34,0,0,7.65,0.9,1.4,0,-3,-10
Cork,20-Mar-81,0,11.3,0,4.2,0,1.1,0,11.5,974.3,8.8,0,25,0,180,0,37,2.2,0,7.975,1,1.5,0,-10,-10
